pl_name,hostname,discoverymethod,disc_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbper_reflink,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj_reflink,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax_reflink,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen_reflink,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincl_reflink,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtper_reflink
"Kepler-517 b","Kepler-517","Transit","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",60.92832271,0.00007053,-0.00007053,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.238,0.029,-0.020,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.289700,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.000000,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",89.990,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,
"Kepler-560 b","Kepler-560","Transit","<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>",18.47764449,0.00001517,-0.00001517,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.153,0.008,-0.008,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.089900,0.003100,-0.006200,"<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>",0.170000,0.070000,-0.040000,"<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>",89.606,0.003,-0.094,"<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>",,,,
"Kepler-538 b","Kepler-538","Transit","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",81.73778000,0.00013000,-0.00013000,"<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>",0.198,0.004,-0.003,"<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>",0.466900,0.008700,-0.009000,"<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>",0.041000,0.034000,-0.029000,"<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>",89.730,0.140,-0.060,"<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>",,,,
"Kepler-454 b","Kepler-454","Transit","<a refstr=GETTEL_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...816...95G/abstract target=ref>Gettel et al. 2016</a>",10.57000000,0.00000007,-0.00000007,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0.210,0.020,-0.020,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0.095400,0.001200,-0.001200,"<a refstr=GETTEL_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...816...95G/abstract target=ref>Gettel et al. 2016</a>",0.000000,,,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",87.090,0.200,-0.200,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",,,,
"Kepler-504 b","Kepler-504","Transit","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",9.54927542,0.00000499,-0.00000499,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.142,0.016,-0.020,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.064600,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.000000,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",89.920,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,
"Kepler-514 b","Kepler-514","Transit","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",5.65179605,0.00001087,-0.00001087,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.153,0.025,-0.017,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.067600,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.000000,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",81.850,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,
"Kepler-519 b","Kepler-519","Transit","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",24.30789460,0.00002446,-0.00002446,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.187,0.005,-0.004,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",0.159400,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.000000,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",89.630,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,
"Pr0211 c","Pr0211","Radial Velocity","<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>",4850.00000000,4560.00000000,-1750.00000000,"<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>",1.120,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",5.500000,3.000000,-1.400000,"<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>",0.710000,0.110000,-0.110000,"<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>",,,,,2456736.000000,22.000000,-22.000000,"<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>"
"Kepler-99 b","Kepler-99","Transit","<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>",4.60358000,,,"<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>",0.132,0.007,-0.007,"<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>",0.050300,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.000000,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",89.050,,,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,
"NN Ser d","NN Ser","Eclipse Timing Variations","<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>",2883.50000000,182.50000000,-182.50000000,"<a refstr=MARSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437..475M/abstract target=ref> Marsh et al. 2014 </a>",1.190,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",3.430000,0.140000,-0.140000,"<a refstr=MARSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437..475M/abstract target=ref> Marsh et al. 2014 </a>",0.190000,0.050000,-0.050000,"<a refstr=MARSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437..475M/abstract target=ref> Marsh et al. 2014 </a>",,,,,2458106.000000,228.000000,-228.000000,"<a refstr=MARSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437..475M/abstract target=ref> Marsh et al. 2014 </a>"
"ROXs 42 B b","ROXs 42 B","Imaging","<a refstr=CURRIE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L..30C/abstract target=ref> Currie et al. 2014 </a>",,,,,1.120,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",157.000000,,,"<a refstr=CURRIE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787..104C/abstract target=ref> Currie et al. 2014</a>",0.580000,,,"<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>",,,,,,,,
"OGLE-2016-BLG-0613L AB b","OGLE-2016-BLG-0613L AB","Microlensing","<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..223H/abstract target=ref>Han et al. 2017</a>",,,,,1.160,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",6.400000,2.510000,-2.630000,"<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..223H/abstract target=ref>Han et al. 2017</a>",,,,,,,,,,,,
"UZ For c","UZ For","Eclipse Timing Variations","<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>",1916.25000000,91.25000000,-91.25000000,"<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>",,,,,2.800000,0.500000,-0.500000,"<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>",0.050000,0.050000,-0.050000,"<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>",,,,,,,,
"Kepler-970 b","Kepler-970","Transit","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",16.73652500,0.00002000,-0.00002000,"<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>",0.233,0.024,-0.018,"<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>",0.139000,0.022000,-0.026000,"<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>",0.340000,0.180000,-0.220000,"<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>",88.740,0.770,-0.260,"<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>",,,,
"GJ 15 A c","GJ 15 A","Radial Velocity","<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>",7600.00000000,2200.00000000,-1700.00000000,"<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>",0.595,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",5.400000,1.000000,-0.900000,"<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>",0.270000,0.280000,-0.190000,"<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>",,,,,,,,
"ome Ser b","ome Ser","Radial Velocity","<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>",277.02000000,0.52000000,-0.51000000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>",1.200,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",1.100000,,,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>",0.106000,0.079000,-0.069000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>",,,,,2450022.000000,27.000000,-38.000000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>"
"tau Boo b","tau Boo","Radial Velocity","<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>",3.31245680,0.00000690,-0.00000690,"<a refstr=BORSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...578A..64B/abstract target=ref>Borsa et al. 2015</a>",1.140,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",0.049000,0.003000,-0.003000,"<a refstr=BORSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...578A..64B/abstract target=ref>Borsa et al. 2015</a>",0.011000,0.006000,-0.006000,"<a refstr=BORSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...578A..64B/abstract target=ref>Borsa et al. 2015</a>",44.500,1.500,-1.500,"<a refstr=BROGI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.486..502B/abstract target=ref> Brogi et al. 2012 </a>",2456400.940000,0.300000,-0.300000,"<a refstr=BORSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...578A..64B/abstract target=ref>Borsa et al. 2015</a>"
"GJ 414 A b","GJ 414 A","Radial Velocity","<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>",50.80000000,0.10000000,-0.26000000,"<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>",0.235,0.109,-0.076,"<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>",0.232400,0.009200,-0.009900,"<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>",0.450000,0.190000,-0.220000,"<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>",,,,,2454203.070000,13.060000,-6.610000,"<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>"
"WASP-70 A b","WASP-70 A","Transit","<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>",3.71302030,0.00000470,-0.00000470,"<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>",1.164,0.073,-0.102,"<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>",0.048530,0.000620,-0.000620,"<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>",0.000000,,,"<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>",87.120,1.240,-0.650,"<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>",,,,
"NGTS-14 A b","NGTS-14 A","Transit","<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>",3.53571730,0.00000690,-0.00000690,"<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>",0.444,0.030,-0.030,"<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>",0.040300,0.007100,-0.007100,"<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>",0.000000,,,"<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>",86.700,1.700,-1.700,"<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>",,,,
"HD 8673 b","HD 8673","Radial Velocity","<a refstr=HARTMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...717..348H/abstract target=ref> Hartmann et al. 2010 </a>",1634.00000000,17.00000000,-17.00000000,"<a refstr=HARTMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...717..348H/abstract target=ref> Hartmann et al. 2010 </a>",1.100,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",3.020000,0.150000,-0.150000,"<a refstr=HARTMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...717..348H/abstract target=ref> Hartmann et al. 2010 </a>",0.723000,0.016000,-0.016000,"<a refstr=HARTMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...717..348H/abstract target=ref> Hartmann et al. 2010 </a>",,,,,2454420.500000,7.900000,-7.900000,"<a refstr=HARTMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...717..348H/abstract target=ref> Hartmann et al. 2010 </a>"
"CoRoT-9 b","CoRoT-9","Transit","<a refstr=DEEG_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464..384D/abstract target=ref> Deeg et al. 2010 </a>",95.27265600,0.00006800,-0.00006800,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>",1.066,0.075,-0.063,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>",0.402100,0.005400,-0.005400,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>",0.133000,0.042000,-0.037000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>",89.900,0.066,-0.084,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>",2454603.344700,0.000100,-0.000100,"<a refstr=DEEG_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464..384D/abstract target=ref> Deeg et al. 2010 </a>"
"DE CVn b","DE CVn","Eclipse Timing Variations","<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>",4098.10000000,131.50000000,-131.50000000,"<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>",1.100,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",5.750000,2.020000,-2.020000,"<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>",0.000000,,,"<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>",86.000,,,"<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>",,,,
"HD 20782 b","HD 20782","Radial Velocity","<a refstr=JONES_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006MNRAS.369..249J/abstract target=ref> Jones et al. 2006 </a>",597.06430000,0.02560000,-0.02560000,"<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>",1.210,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",1.364900,0.046600,-0.049500,"<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>",0.950000,0.001000,-0.001000,"<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>",,,,,2455247.015000,0.077000,-0.083700,"<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>"
"HD 4732 b","HD 4732","Radial Velocity","<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>",360.20000000,1.40000000,-1.40000000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>",1.190,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",1.190000,0.050000,-0.050000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>",0.130000,0.060000,-0.060000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>",,,,,2454967.000000,18.000000,-18.000000,"<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>"
